2022-10-15 07:15:01.106867 | 420240069: /start
2022-10-15 07:15:03.980970 | 420240069: Blackjack
2022-10-15 07:15:03.986760 | 420240069: Blackjack
2022-10-15 07:15:16.525018 | 420240069: blackjack_down
2022-10-15 07:15:17.162147 | 420240069: blackjack_down
2022-10-15 07:15:21.354175 | 420240069: blackjack_start
2022-10-15 07:15:24.137701 | 420240069: take_card
2022-10-15 07:15:26.406345 | 420240069: take_card
2022-10-15 07:15:29.239875 | 420240069: take_card
2022-10-15 07:15:31.788956 | 420240069: take_card
2022-10-15 07:15:33.483579 | 420240069: hold
2022-10-15 07:15:42.318795 | 420240069: Профиль
2022-10-15 07:15:42.328013 | 420240069: Профиль
2022-10-15 07:15:48.140658 | 420240069: exit_profile
2022-10-15 07:15:50.141986 | 420240069: Blackjack
2022-10-15 07:15:50.147714 | 420240069: Blackjack
2022-10-15 07:15:55.421585 | 420240069: blackjack_down
2022-10-15 07:15:56.840098 | 420240069: blackjack_down
2022-10-15 07:15:58.771127 | 420240069: blackjack_start
2022-10-15 07:16:00.938418 | 420240069: take_card
2022-10-15 07:16:02.496791 | 420240069: take_card
2022-10-15 07:16:07.143015 | 420240069: hold
2022-10-15 07:16:14.355236 | 420240069: Blackjack
2022-10-15 07:16:14.360839 | 420240069: Blackjack
2022-10-15 07:16:16.747582 | 420240069: blackjack_down
2022-10-15 07:16:18.008279 | 420240069: blackjack_down
2022-10-15 07:16:19.541177 | 420240069: blackjack_start
2022-10-15 07:16:21.290057 | 420240069: take_card
2022-10-15 07:16:25.478215 | 420240069: take_card
2022-10-15 07:16:26.969269 | 420240069: hold
2022-10-15 07:16:34.767841 | 420240069: Blackjack
2022-10-15 07:16:34.773043 | 420240069: Blackjack
2022-10-15 07:16:37.073568 | 420240069: blackjack_start
2022-10-15 07:16:38.716911 | 420240069: take_card
2022-10-15 07:16:40.355424 | 420240069: take_card
2022-10-15 07:16:43.556106 | 420240069: hold
2022-10-15 07:16:52.451779 | 420240069: Blackjack
2022-10-15 07:16:52.456772 | 420240069: Blackjack
2022-10-15 07:16:55.439257 | 420240069: blackjack_down
2022-10-15 07:16:56.560211 | 420240069: blackjack_down
2022-10-15 07:16:58.437059 | 420240069: blackjack_start
2022-10-15 07:17:01.547588 | 420240069: take_card
2022-10-15 07:17:02.701927 | 420240069: take_card
2022-10-15 07:17:03.891822 | 420240069: take_card
2022-10-15 07:17:08.384719 | 420240069: Blackjack
2022-10-15 07:17:08.390029 | 420240069: Blackjack
2022-10-15 07:17:11.622296 | 420240069: blackjack_min
2022-10-15 07:17:12.572398 | 420240069: blackjack_min
2022-10-15 07:17:14.123243 | 420240069: blackjack_start
2022-10-15 07:17:15.738991 | 420240069: take_card
2022-10-15 07:17:16.904187 | 420240069: take_card
2022-10-15 07:17:18.920824 | 420240069: hold
2022-10-15 07:17:27.084936 | 420240069: Blackjack
2022-10-15 07:17:27.088846 | 420240069: Blackjack
2022-10-15 07:17:29.845914 | 420240069: blackjack_min
2022-10-15 07:17:30.853093 | 420240069: blackjack_min
2022-10-15 07:18:02.664254 | 420240069: blackjack_start
2022-10-15 07:18:04.168612 | 420240069: take_card
2022-10-15 07:18:05.315444 | 420240069: take_card
2022-10-15 07:18:07.440015 | 420240069: take_card
2022-10-15 07:18:08.992114 | 420240069: hold
2022-10-15 07:18:15.198456 | 420240069: Покер
2022-10-15 07:18:15.203956 | 420240069: Покер
2022-10-15 07:18:19.363471 | 420240069: create_poker_game
2022-10-15 07:18:24.208656 | 420240069: В главное меню
2022-10-15 07:18:24.214176 | 420240069: В главное меню
2022-10-15 07:18:26.159346 | 420240069: Покер
2022-10-15 07:18:26.166596 | 420240069: Покер
2022-10-15 07:18:28.929022 | 420240069: show_poker_games
2022-10-15 07:18:33.456828 | 420240069: create_poker_game
2022-10-15 07:18:35.415655 | 420240069: В главное меню
2022-10-15 07:18:35.421463 | 420240069: В главное меню
2022-10-15 07:18:37.914095 | 420240069: Blackjack
2022-10-15 07:18:37.920169 | 420240069: Blackjack
2022-10-15 07:18:40.488387 | 420240069: blackjack_min
2022-10-15 07:18:41.169051 | 420240069: blackjack_min
2022-10-15 07:18:43.782213 | 420240069: blackjack_start
2022-10-15 07:18:45.495353 | 420240069: take_card
2022-10-15 07:18:47.624071 | 420240069: take_card
2022-10-15 07:18:49.494141 | 420240069: hold
2022-10-15 07:18:57.101479 | 420240069: Профиль
2022-10-15 07:18:57.110784 | 420240069: Профиль
2022-10-15 07:19:03.780865 | 420240069: exit_profile
2022-10-15 07:19:05.485560 | 420240069: Blackjack
2022-10-15 07:19:05.490039 | 420240069: Blackjack
2022-10-15 07:19:08.282831 | 420240069: blackjack_min
2022-10-15 07:19:09.897596 | 420240069: blackjack_start
2022-10-15 07:19:12.080294 | 420240069: take_card
2022-10-15 07:19:13.539807 | 420240069: take_card
2022-10-15 07:19:14.517296 | 420240069: take_card
2022-10-15 07:19:16.056361 | 420240069: hold
2022-10-15 07:19:21.621698 | 420240069: Blackjack
2022-10-15 07:19:21.627002 | 420240069: Blackjack
2022-10-15 07:19:23.622952 | 420240069: blackjack_start
2022-10-15 07:19:25.219513 | 420240069: take_card
2022-10-15 07:19:26.679755 | 420240069: take_card
2022-10-15 07:19:27.947461 | 420240069: hold
2022-10-15 07:19:34.548124 | 420240069: Blackjack
2022-10-15 07:19:34.554000 | 420240069: Blackjack
2022-10-15 07:19:37.568898 | 420240069: blackjack_set
2022-10-15 07:19:46.098790 | 420240069: blackjack_start
2022-10-15 07:19:47.567275 | 420240069: hold
2022-10-15 07:19:57.666749 | 420240069: Blackjack
2022-10-15 07:19:57.672106 | 420240069: Blackjack
2022-10-15 07:20:00.606294 | 420240069: blackjack_start
2022-10-15 07:20:02.021798 | 420240069: take_card
2022-10-15 07:20:04.060950 | 420240069: take_card
2022-10-15 07:20:05.573840 | 420240069: take_card
2022-10-15 07:20:07.542455 | 420240069: take_card
2022-10-15 07:20:09.275896 | 420240069: hold
2022-10-15 07:21:08.401274 | 420240069: Blackjack
2022-10-15 07:21:08.407015 | 420240069: Blackjack
2022-10-15 07:21:24.639588 | 420240069: blackjack_min
2022-10-15 07:21:25.624750 | 420240069: blackjack_min
2022-10-15 07:21:26.433323 | 420240069: blackjack_start
2022-10-15 07:21:28.824194 | 420240069: take_card
2022-10-15 07:21:30.754493 | 420240069: take_card
2022-10-15 07:21:32.289767 | 420240069: hold
2022-10-15 07:21:39.442298 | 420240069: Blackjack
2022-10-15 07:21:39.447481 | 420240069: Blackjack
2022-10-15 07:21:43.370513 | 420240069: blackjack_min
2022-10-15 07:21:44.719086 | 420240069: blackjack_start
2022-10-15 07:21:46.983775 | 420240069: take_card
2022-10-15 07:21:48.051882 | 420240069: take_card
2022-10-15 07:21:49.197984 | 420240069: take_card
2022-10-15 07:21:51.912277 | 420240069: Blackjack
2022-10-15 07:21:51.916954 | 420240069: Blackjack
2022-10-15 07:21:53.892743 | 420240069: blackjack_min
2022-10-15 07:21:54.749291 | 420240069: blackjack_start
