2022-10-12 22:06:26.583954 | 5483652142: /start
2022-10-12 22:06:30.936926 | 5483652142: Покер
2022-10-12 22:06:30.943119 | 5483652142: Покер
2022-10-12 22:06:34.746402 | 5483652142: create_poker_game
2022-10-12 22:06:38.307893 | 5483652142: В главное меню
2022-10-12 22:06:38.313285 | 5483652142: В главное меню
2022-10-12 22:06:40.823367 | 5483652142: show_poker_games
2022-10-12 22:06:45.496748 | 5483652142: show_poker_games
2022-10-12 22:06:47.831025 | 5483652142: /help
2022-10-12 22:06:55.107932 | 5483652142: show_poker_games
2022-10-12 22:06:56.368649 | 5483652142: В главное меню
2022-10-12 22:06:56.376778 | 5483652142: В главное меню
2022-10-12 22:06:59.982952 | 5483652142: Покер
2022-10-12 22:06:59.987187 | 5483652142: Покер
2022-10-12 22:07:04.080695 | 5483652142: show_poker_games
